"Description","Code","Brand","Size","Age","Proof","Price"
"VODKA (DOMESTIC)","037986","Skyy Vodka","750ml",,"80","$17.95"
"VODKA (DOMESTIC)","037987","Skyy Vodka","1L",,"80","$21.90"
"VODKA (DOMESTIC)","037988","Skyy Vodka","1.75L",,"80","$27.90"
"VODKA (DOMESTIC)","039861","Smirnoff 100","50ml",,"100","$2.25"
"VODKA (DOMESTIC)","039866","Smirnoff 100","750ml",,"100","$18.45"
"VODKA (DOMESTIC)","039868","Smirnoff 100","1.75L",,"100","$30.90"
"VODKA (DOMESTIC)","039864","Smirnoff 100 PET","375ml",,"100","$10.95"
"VODKA (DOMESTIC)","037991","Smirnoff 80","50ml",,"80","$1.50"
"VODKA (DOMESTIC)","037996","Smirnoff 80","750ml",,"80","$14.40"
"VODKA (DOMESTIC)","037997","Smirnoff 80","1L",,"80","$19.40"
"VODKA (DOMESTIC)","037998","Smirnoff 80","1.75L",,"80","$20.95"
"VODKA (DOMESTIC)","037993","Smirnoff 80 PET","200ml",,"80","$5.40"
"VODKA (DOMESTIC)","037994","Smirnoff 80 PET","375ml",,"80","$9.20"
"VODKA (DOMESTIC)","038008","Smirnoff 80 PET","1.75L",,"80","$20.95"
"VODKA (DOMESTIC)","040926","Smirnoff Silver","750ml",,"90.4","$17.40"
"VODKA (DOMESTIC)","040927","Smirnoff Silver","1L",,"90.4","$21.45"
"VODKA (DOMESTIC)","040928","Smirnoff Silver","1.75L",,"90.4","$26.95"
"VODKA (DOMESTIC)","038006","Smirnoff Traveler","750ml",,"80","$14.40"
"VODKA (DOMESTIC)","038009","Smooth Ambler Whitewater Vodka","750ml",,"80","$29.95"
"VODKA (DOMESTIC)","038015","Spirits Of The Blue Ridge Vodka","750ml",,"80","$24.90"
"VODKA (DOMESTIC)","038115","Teton Glacier Vodka","750ml",,"80","$19.95"
"VODKA (DOMESTIC)","038176","Tito's Handmade Vodka","750ml",,"80","$20.95"
"VODKA (DOMESTIC)","038177","Tito's Handmade Vodka","1L",,"80","$24.90"
"VODKA (DOMESTIC)","038178","Tito's Handmade Vodka","1.75L",,"80","$36.90"
"VODKA (DOMESTIC)","038245","Ursus Original Vodka","1.75L",,"80","$15.90"
"VODKA (DOMESTIC)","037336","UV Vodka","750ml",,"80","$10.95"
"VODKA (DOMESTIC)","037338","UV Vodka","1.75L",,"80","$19.95"
"VODKA (DOMESTIC)","041034","UV Vodka 103","750ml",,"103","$14.95"
"VODKA (DOMESTIC)","038447","Vladimir","1L",,"80","$7.95"
"VODKA (DOMESTIC)","038448","Vladimir","1.75L",,"80","$12.90"
"VODKA (DOMESTIC)","038627","Wolfschmidt","1L",,"80","$8.95"
"VODKA (DOMESTIC)","038628","Wolfschmidt Vodka","1.75L",,"80","$14.95"
"VODKA (DOMESTIC)","077802","Wolfschmidt Vodka PET","1.75L",,"80","$14.95"
"VODKA (IMPORTED)","034202","42 Below Vodka","750ml",,"80","$19.95"
"VODKA (IMPORTED)","034136","Absolut Glimmer","750ml",,"80","$19.95"
"VODKA (IMPORTED)","034137","Absolut Glimmer","1L",,"80","$25.95"
"VODKA (IMPORTED)","034096","Absolut Kurant","750ml",,"80","$19.95"
"VODKA (IMPORTED)","034001","Absolut Vodka","50ml",,"80","$1.95"
"VODKA (IMPORTED)","034003","Absolut Vodka","200ml",,"80","$7.95"
"VODKA (IMPORTED)","034004","Absolut Vodka","375ml",,"80","$12.90"
"VODKA (IMPORTED)","034006","Absolut Vodka","750ml",,"80","$19.95"
"VODKA (IMPORTED)","034007","Absolut Vodka","1L",,"80","$25.95"
"VODKA (IMPORTED)","034008","Absolut Vodka","1.75L",,"80","$41.90"
"VODKA (IMPORTED)","034041","Absolut Vodka 100 Premium","750ml",,"100","$29.95"
"VODKA (IMPORTED)","034082","Belvedere Intense","750ml",,"100","$34.95"
"VODKA (IMPORTED)","033971","Belvedere Intense Unfiltered","750ml",,"80","$32.95"
"VODKA (IMPORTED)","034005","Belvedere Pure Red Vodka","1L",,"80","$39.90"
"VODKA (IMPORTED)","034166","Belvedere Red Pure","750ml",,"80","$29.95"
"VODKA (IMPORTED)","034154","Belvedere Vodka","375ml",,"80","$15.90"
"VODKA (IMPORTED)","034155","Belvedere Vodka","750ml",,"80","$29.95"
"VODKA (IMPORTED)","034158","Belvedere Vodka","1.75L",,"80","$49.95"
"VODKA (IMPORTED)","034159","Belvedere Vodka","50ml",,"80","$3.90"
"VODKA (IMPORTED)","034162","Belvedere Vodka","1L",,"80","$39.90"
"VODKA (IMPORTED)","034163","Belvedere Vodka","200ml",,"80","$10.95"
"VODKA (IMPORTED)","034010","Belvedere Vodka - RED Special Edition","1.75L",,"80","$49.95"
"VODKA (IMPORTED)","034180","Boru Irish Vodka","750ml",,"80","$13.95"
"VODKA (IMPORTED)","034184","Canadian Iceberg Vodka","1.75L",,"80","$22.95"
"VODKA (IMPORTED)","035759","Chopin Rye Vodka","750ml",,"80","$29.95"
"VODKA (IMPORTED)","034237","Chopin Vodka","1.75L",,"80","$49.95"
"VODKA (IMPORTED)","034242","Chopin Vodka","1L",,"80","$39.90"
"VODKA (IMPORTED)","034244","Chopin Vodka","750ml",,"80","$29.95"
"VODKA (IMPORTED)","034210","Christinia Vodka","750ml",,"80","$24.90"
"VODKA (IMPORTED)","034194","Ciroc Luxury Vodka","50ml",,"80","$3.90"
"VODKA (IMPORTED)","034197","Ciroc Luxury Vodka","375ml",,"80","$19.95"
"VODKA (IMPORTED)","034198","Ciroc Luxury Vodka","750ml",,"80","$35.95"
"VODKA (IMPORTED)","034201","Ciroc Luxury Vodka","1.75L",,"80","$70.95"
"VODKA (IMPORTED)","034199","Ciroc Super Premium Vodka","1L",,"80","$44.95"
"VODKA (IMPORTED)","034122","Crystal Head Vodka","750ml",,"80","$53.95"
"VODKA (IMPORTED)","034126","Crystal Head Vodka","50ml",,"80","$8.95"
"VODKA (IMPORTED)","035553","Crystal Head Vodka","1.75L",,"80","$99.90"
"VODKA (IMPORTED)","034065","Double Cross Vodka","750ml",,"80","$39.90"
"VODKA (IMPORTED)","034188","Effen Vodka","750ml",,"80","$29.95"
"VODKA (IMPORTED)","035651","Eristoff Premium Vodka","1.75L",,"80","$18.90"
"VODKA (IMPORTED)","035724","Eristoff Vodka","1.75L",,"80","$18.90"
"VODKA (IMPORTED)","034326","Finlandia Vodka of Finland","750ml",,"80","$18.90"
"VODKA (IMPORTED)","034327","Finlandia Vodka of Finland","1L",,"80","$22.95"
"VODKA (IMPORTED)","034328","Finlandia Vodka of Finland","1.75L",,"80","$29.95"
"VODKA (IMPORTED)","034254","Flyte Vodka","750ml",,"80","$29.80"
"VODKA (IMPORTED)","034361","Fris - Denmark","50ml",,"80","$1.50"
"VODKA (IMPORTED)","034366","Fris - Denmark","750ml",,"80","$12.90"
"VODKA (IMPORTED)","034368","Fris - Denmark","1.75L",,"80","$19.95"
"VODKA (IMPORTED)","034337","Grand Khaan Vodka","750ml",,"80","$18.80"
"VODKA (IMPORTED)","034359","Grey Goose Vodka","200ml",,"80","$11.50"
"VODKA (IMPORTED)","034421","Grey Goose Vodka","50ml",,"80","$3.90"
"VODKA (IMPORTED)","034422","Grey Goose Vodka","1L",,"80","$44.95"
"VODKA (IMPORTED)","034423","Grey Goose Vodka","375ml",,"80","$16.95"
"VODKA (IMPORTED)","034425","Grey Goose Vodka","1.75L",,"80","$64.95"
"VODKA (IMPORTED)","034433","Grey Goose Vodka","750ml",,"80","$33.90"
"VODKA (IMPORTED)","035279","Hammer + Sickle Vodka","750ml",,"80","$24.90"
"VODKA (IMPORTED)","034252","Imperia Vodka","750ml",,"40","$34.95"
"VODKA (IMPORTED)","034451","Ketel One","50ml",,"80","$2.95"
"VODKA (IMPORTED)","034454","Ketel One ","375ml",,"80","$16.15"
"VODKA (IMPORTED)","034456","Ketel One","750ml",,"80","$28.45"
"VODKA (IMPORTED)","034457","Ketel One","1L",,"80","$32.40"
"VODKA (IMPORTED)","034458","Ketel One","1.75L",,"80","$50.95"
"VODKA (IMPORTED)","034496","Kru 82 Vodka","750ml",,"82","$18.90"
"VODKA (IMPORTED)","034473","Level Vodka","750ml",,"80","$29.95"
"VODKA (IMPORTED)","034596","Luksusowa Vodka","750ml",,"80","$12.90"
"VODKA (IMPORTED)","034597","Luksusowa Vodka","1L",,"80","$16.95"
"VODKA (IMPORTED)","034598","Luksusowa Vodka","1.75L",,"80","$23.95"
"VODKA (IMPORTED)","066050","Nuvo","375ml",,"30","$19.95"
"VODKA (IMPORTED)","034543","Pearl Vodka","50ml",,"80","$1.00"
"VODKA (IMPORTED)","034546","Pearl Vodka","750ml",,"80","$12.90"
"VODKA (IMPORTED)","035920","Pearl Wedding Cake Vodka PET","50ml",,"80","$1.00"
"VODKA (IMPORTED)","034578","Pinnacle Vodka","1.75L",,"80","$19.95"
"VODKA (IMPORTED)","034579","Pinnacle Vodka","750ml",,"80","$13.95"
"VODKA (IMPORTED)","034698","Pinnacle Vodka","375ml",,"80","$7.95"
"VODKA (IMPORTED)","035242","Pinnacle Vodka","1L",,"80","$17.95"
"VODKA (IMPORTED)","035529","Pinnacle Vodka 100 proof","1.75L",,"100","$28.95"
"VODKA (IMPORTED)","035289","Pinnacle Vodka Traveler","750ml",,"80","$13.95"
"VODKA (IMPORTED)","034385","Polar Ice Vodka","1.75L",,"80","$21.90"
"VODKA (IMPORTED)","034650","Pravda Imported Vodka","750ml",,"80","$30.90"
"VODKA (IMPORTED)","035440","Presidential Standard Vodka","750ml",,"80","$15.45"
"VODKA (IMPORTED)","034753","Reyka Vodka","750ml",,"80","$23.95"
"VODKA (IMPORTED)","035571","Rokk Vodka","750ml",,"80","$14.95"
"VODKA (IMPORTED)","035109","Russian Standard Original","750ml",,"40","$19.95"
"VODKA (IMPORTED)","035110","Russian Standard Original","1L",,"80","$25.95"
"VODKA (IMPORTED)","035111","Russian Standard Original","1.75L",,"80","$31.90"
"VODKA (IMPORTED)","035427","Russian Standard Platinum","750ml",,"80","$26.95"
"VODKA (IMPORTED)","034505","Sobieski Vodka","1L",,"80","$14.95"
"VODKA (IMPORTED)","035213","Sobieski Vodka","1.75L",,"80","$20.95"
"VODKA (IMPORTED)","034741","Stolichnaya","50ml",,"80","$2.50"
"VODKA (IMPORTED)","034744","Stolichnaya","375ml",,"80","$13.95"
"VODKA (IMPORTED)","034746","Stolichnaya","750ml",,"80","$22.95"
"VODKA (IMPORTED)","034747","Stolichnaya","1L",,"80","$25.95"
"VODKA (IMPORTED)","034748","Stolichnaya","1.75L",,"80","$41.90"
"VODKA (IMPORTED)","034756","Stolichnaya 100","750ml",,"100","$24.90"
"VODKA (IMPORTED)","034729","Stolichnaya Elit","750ml",,"80","$59.95"
"VODKA (IMPORTED)","003093","Stolichnaya Premium Vodka 80 Co Pack","2L",,"80","$39.90"
"VODKA (IMPORTED)","034726","Stolichnaya-Gold","750ml",,"80","$27.90"
"VODKA (IMPORTED)","034817","Svedka Vodka","375ml",,"80","$8.40"
"VODKA (IMPORTED)","034819","Svedka Vodka","1L",,"80","$18.90"
"VODKA (IMPORTED)","034820","Svedka Vodka","750ml",,"80","$14.95"
"VODKA (IMPORTED)","034821","Svedka Vodka","1.75L",,"80","$22.95"
"VODKA (IMPORTED)","034822","Svedka Vodka","200ml",,"80","$5.40"
"VODKA (IMPORTED)","035435","Svedka Vodka PET","750ml",,"80","$14.95"
"VODKA (IMPORTED)","034856","Tanqueray Sterling Vodka","750ml",,"80","$16.95"
"VODKA (IMPORTED)","034857","Tanqueray Sterling Vodka","1L",,"80","$19.95"
"VODKA (IMPORTED)","034858","Tanqueray Sterling Vodka","1.75L",,"80","$24.90"
"VODKA (IMPORTED)","034855","Tanqueray Sterling Vodka 80 proof (Flask)","375ml",,"80","$9.90"
"VODKA (IMPORTED)","035296","Tenure Polish Vodka","1.75L",,"80","$25.95"
"VODKA (IMPORTED)","034807","The Tall Blond Vodka","1L",,"80","$30.90"
"VODKA (IMPORTED)","034917","Three Olives Vodka","1L",,"80","$26.95"
"VODKA (IMPORTED)","034919","Three Olives Vodka","1.75L",,"80","$34.95"
"VODKA (IMPORTED)","034935","Three Olives Vodka","750ml",,"80","$19.95"
"VODKA (IMPORTED)","067285","Voli Lyte","750ml",,"60","$25.95"
"VODKA (IMPORTED)","034944","Vox","50ml",,"80","$2.95"
"VODKA (IMPORTED)","034946","Vox Vodka","750ml",,"80","$24.90"
"VODKA (IMPORTED)","035059","Xellent Vodka","50ml",,"80","$4.65"
"FLAVORED VODKA","041019","360 Double Chocolate Vodka","750ml",,"70","$15.90"
"FLAVORED VODKA","040669","360 Glazed Donut Flavored Vodka","750ml",,"70","$15.90"
"FLAVORED VODKA","034011","Absolut Apeach","50ml",,"80","$1.95"
"FLAVORED VODKA","034014","Absolut Apeach","750ml",,"80","$19.95"
"FLAVORED VODKA","034015","Absolut Apeach","1L",,"80","$25.95"
"FLAVORED VODKA","033983","Absolut Berri Acai","750ml",,"80","$19.95"
"FLAVORED VODKA","034190","Absolut Cherrykran","750ml",,"80","$19.95"
"FLAVORED VODKA","034029","Absolut Citron","1L",,"80","$25.95"
"FLAVORED VODKA","034030","Absolut Citron","750ml",,"80","$19.95"
"FLAVORED VODKA","034031","Absolut Citron","50ml",,"80","$1.95"
"FLAVORED VODKA","034032","Absolut Citron","1.75L",,"80","$41.90"
"FLAVORED VODKA","034033","Absolut Citron ","200ml",,"80","$7.95"
"FLAVORED VODKA","034034","Absolut Citron","375ml",,"80","$12.90"
"FLAVORED VODKA","033994","Absolut Grapevine","750ml",,"80","$19.95"
"FLAVORED VODKA","033944","Absolut Hibiskus","50ml",,"80","$0.90"
"FLAVORED VODKA","033945","Absolut Hibiskus","750ml",,"80","$19.95"
"FLAVORED VODKA","034111","Absolut Mandrin","50ml",,"80","$1.95"
"FLAVORED VODKA","034114","Absolut Mandrin","375ml",,"80","$12.90"
"FLAVORED VODKA","034116","Absolut Mandrin","750ml",,"80","$19.95"
"FLAVORED VODKA","034117","Absolut Mandrin","1L",,"80","$25.95"
"FLAVORED VODKA","034118","Absolut Mandrin","1.75L",,"80","$41.90"
"FLAVORED VODKA","035354","Absolut Mango","750ml",,"80","$19.95"
"FLAVORED VODKA","003216","Absolut Mini Bar","250ml",,"80","$6.90"
"FLAVORED VODKA","033966","Absolut Orient Apple","750ml",,"80","$19.95"
"FLAVORED VODKA","034036","Absolut Pears","750ml",,"80","$19.95"
"FLAVORED VODKA","034037","Absolut Pears","1L",,"80","$25.95"
"FLAVORED VODKA","034039","Absolut Pears","50ml",,"80","$1.95"
"FLAVORED VODKA","034026","Absolut Peppar","750ml",,"80","$19.95"
"FLAVORED VODKA","034051","Absolut Raspberri","1L",,"80","$25.95"
"FLAVORED VODKA","034052","Absolut Raspberri","750ml",,"80","$19.95"
"FLAVORED VODKA","034053","Absolut Raspberri","50ml",,"80","$1.95"
"FLAVORED VODKA","034060","Absolut Ruby Red","1L",,"80","$25.95"
"FLAVORED VODKA","034061","Absolut Ruby Red","750ml",,"80","$19.95"
"FLAVORED VODKA","034062","Absolut Ruby Red","50ml",,"80","$1.95"
"FLAVORED VODKA","034028","Absolut San Francisco","750ml",,"80","$17.95"
"FLAVORED VODKA","034071","Absolut Vanilia","50ml",,"80","$1.95"
"FLAVORED VODKA","034076","Absolut Vanilia","750ml",,"80","$19.95"
"FLAVORED VODKA","034078","Absolut Vanilia","1L",,"80","$25.95"
"FLAVORED VODKA","033987","Absolut Wild Tea","750ml",,"80","$19.95"
"FLAVORED VODKA","035527","Bakon Vodka","750ml",,"80","$29.95"
"FLAVORED VODKA","034087","Belvedere Black Raspberry Flavored Vodka","750ml",,"80","$29.95"
"FLAVORED VODKA","033999","Belvedere Bloody Mary","750ml",,"80","$29.95"
"FLAVORED VODKA","034146","Belvedere Cytrus Flavored Vodka","750ml",,"80","$29.95"
"FLAVORED VODKA","034161","Belvedere IX","750ml",,"80","$34.95"
"FLAVORED VODKA","034212","Belvedere Orange Flavored Vodka","750ml",,"80","$29.95"
"FLAVORED VODKA","034092","Belvedere Pink Grapefruit Flavored Vodka","750ml",,"80","$29.95"
"FLAVORED VODKA","041348","Bowman's Citrus Vodka","1.75L",,"70","$12.90"
"FLAVORED VODKA","041269","Burnett's Blueberry Flavored Vodka","1.75L",,"35","$16.20"
"FLAVORED VODKA","041270","Burnett's Blueberry Flavored Vodka","1L",,"70","$9.50"
"FLAVORED VODKA","040600","Burnett's Candy Cane Flav. Vodka ","750ml",,"70","$7.95"
"FLAVORED VODKA","041300","Burnett's Cherry Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041301","Burnett's Cherry Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041326","Burnett's Citrus Vodka","750ml",,"80","$8.70"
"FLAVORED VODKA","041327","Burnett's Citrus Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041328","Burnett's Citrus Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041329","Burnett's Cranberry Vodka","1L",,"70","$9.50"
"FLAVORED VODKA","041330","Burnett's Cranberry Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041176","Burnett's Espresso Vodka","1.75L",,"70","$15.90"
"FLAVORED VODKA","041928","Burnett's Fruit Punch Flavored Vodka","1L",,"70","$9.50"
"FLAVORED VODKA","041929","Burnett's Fruit Punch Flavored Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041278","Burnett's Grape","1.75L",,"70","$16.20"
"FLAVORED VODKA","041277","Burnett's Grape Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","042063","Burnett's Hot Cinnamon Flav. Vodka ","50ml",,"70","$0.90"
"FLAVORED VODKA","042070","Burnett's Hot Cinnamon Flav. Vodka ","1.75L",,"70","$16.20"
"FLAVORED VODKA","041332","Burnett's Lime Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041335","Burnett's Lime Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041842","Burnett's Limeade Flavored Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041314","Burnett's Mango Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041315","Burnett's Mango Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","040610","Burnett's Maple Syrup Flavored Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041669","Burnett's Maple Syrup Flavored Vodka","50ml",,"70","$0.90"
"FLAVORED VODKA","041852","Burnett's Orange Cream Flavored Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041274","Burnett's Orange Vodka","375ml",,"70","$4.95"
"FLAVORED VODKA","041337","Burnett's Orange Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041338","Burnett's Orange Vodka","1.75L",,"80","$16.20"
"FLAVORED VODKA","041292","Burnett's Peach Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041293","Burnett's Peach Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041414","Burnett's Pineapple Flavored Vodka ","1L",,"70","$9.75"
"FLAVORED VODKA","041415","Burnett's Pineapple Flavored Vodka ","1.75L",,"70","$16.20"
"FLAVORED VODKA","041062","Burnett's Pink Lemonade","1.75L",,"70","$16.20"
"FLAVORED VODKA","041063","Burnett's Pink Lemonade","50ml",,"70","$0.90"
"FLAVORED VODKA","041035","Burnett's Pink Lemonade Flavored Vodka","375ml",,"70","$4.95"
"FLAVORED VODKA","041061","Burnett's Pink Lemonade Flavored Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041221","Burnett's Pomegrante Vodka","1.75L",,"35","$16.20"
"FLAVORED VODKA","041222","Burnett's Pomegrante Vodka","1L",,"70","$9.50"
"FLAVORED VODKA","041319","Burnett's Raspberry Flav. Vodka Carry Pack ","750ml",,"70","$7.95"
"FLAVORED VODKA","041317","Burnett's Raspberry Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041318","Burnett's Raspberry Vodka","1.75L",,"59","$16.20"
"FLAVORED VODKA","041305","Burnett's Sour Apple Vodka","375ml",,"70","$4.80"
"FLAVORED VODKA","041308","Burnett's Sour Apple Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041224","Burnett's Strawberry Flavored Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041225","Burnett's Strawberry Flavored Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","040636","Burnett's Sugar Cookie Flav. Vodka ","50ml",,"70","$0.90"
"FLAVORED VODKA","040639","Burnett's Sugar Cookie Flav. Vodka ","1.75L",,"70","$16.20"
"FLAVORED VODKA","041178","Burnett's Sweet Tea Flavored Vodka ","1L",,"60","$9.50"
"FLAVORED VODKA","041179","Burnett's Sweet Tea Vodka","1.75L",,"60","$16.20"
"FLAVORED VODKA","041333","Burnett's Vanilla Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041339","Burnett's Vanilla Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","042030","Burnett's Whipped Cream Vodka","50ml",,"70","$0.90"
"FLAVORED VODKA","042033","Burnett's Whipped Cream Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041321","Burnetts Watermelon Vodka","1L",,"70","$9.75"
"FLAVORED VODKA","041322","Burnetts Watermelon Vodka","1.75L",,"70","$16.20"
"FLAVORED VODKA","041570","Cathead Honeysuckle Flavored Vodka","750ml",,"70","$19.45"
"FLAVORED VODKA","034138","Chambord Flavored Vodka","750ml",,"75","$23.95"
"FLAVORED VODKA","064741","Ciroc Coconut","375ml",,"70","$19.95"
"FLAVORED VODKA","064742","Ciroc Coconut","750ml",,"70","$35.95"
"FLAVORED VODKA","064744","Ciroc Coconut","1.75L",,"70","$70.95"
"FLAVORED VODKA","064711","Ciroc Peach","375ml",,"70","$19.95"
"FLAVORED VODKA","064712","Ciroc Peach","750ml",,"70","$35.95"
"FLAVORED VODKA","064714","Ciroc Peach","1.75L",,"70","$70.95"
"FLAVORED VODKA","064762","Ciroc Red Berry","375ml",,"70","$19.95"
"FLAVORED VODKA","064764","Ciroc Red Berry","750ml",,"70","$35.95"
"FLAVORED VODKA","064767","Ciroc Red Berry","1.75L",,"70","$70.95"
"FLAVORED VODKA","064755","Ciroc Red Berry Vodka","750ml",,"70","$35.95"
"FLAVORED VODKA","042035","Cupcake Vodka Frosting","750ml",,"70","$15.90"
"FLAVORED VODKA","042042","Cupcake Vodka Frosting","50ml",,"70","$1.00"
"FLAVORED VODKA","034189","Effen Black Cherry Vanilla Vodka","750ml",,"75","$29.95"
"FLAVORED VODKA","034339","Finlandia Cranberry Fusion","750ml",,"70","$18.90"
"FLAVORED VODKA","035136","Finlandia Grapefruit Fusion","750ml",,"70","$18.90"
"FLAVORED VODKA","034346","Finlandia Lime Fusion","750ml",,"70","$18.90"
"FLAVORED VODKA","034262","Finlandia Mango Fusion","750ml",,"70","$18.90"
"FLAVORED VODKA","034348","Finlandia Raspberry","750ml",,"75","$18.90"
"FLAVORED VODKA","034318","Finlandia Redberry","750ml",,"75","$18.90"
"FLAVORED VODKA","035388","Finlandia Tangerine Fusion","750ml",,"75","$18.90"
"FLAVORED VODKA","034208","Finlandia Wild Berries Fusion","750ml",,"70","$18.90"
"FLAVORED VODKA","041118","Firefly Lemon Tea","750ml",,"70","$21.90"
"FLAVORED VODKA","041120","Firefly Lemon Tea Vodka","50ml",,"70","$1.50"
"FLAVORED VODKA","041070","Firefly Mint Tea Vodka","50ml",,"70","$1.50"
"FLAVORED VODKA","041121","Firefly Mint Tea Vodka","750ml",,"70","$21.90"
"FLAVORED VODKA","041088","Firefly Peach Tea Vodka","50ml",,"70","$1.50"
"FLAVORED VODKA","041124","Firefly Peach Tea Vodka","750ml",,"70","$21.90"
"FLAVORED VODKA","041125","Firefly Peach Tea Vodka","1L",,"70","$24.90"
"FLAVORED VODKA","041089","Firefly Raspberry Tea Vodka","50ml",,"70","$1.50"
"FLAVORED VODKA","041127","Firefly Raspberry Tea Vodka","750ml",,"70","$21.90"
"FLAVORED VODKA","041128","Firefly Raspberry Tea Vodka","1L",,"70","$24.90"
"FLAVORED VODKA","041991","Firefly Skinny Tea","750ml",,"60","$21.90"
"FLAVORED VODKA","041202","Firefly Sweet Tea Flavored Vodka","375ml",,"70","$10.95"
"FLAVORED VODKA","041090","Firefly Sweet Tea Vodka","50ml",,"70","$1.50"
"FLAVORED VODKA","041206","Firefly Sweet Tea Vodka","1.75L",,"70","$33.90"
"FLAVORED VODKA","041209","Firefly Sweet Tea Vodka","750ml",,"70","$21.90"
"FLAVORED VODKA","041210","Firefly Sweet Tea Vodka","1L",,"70","$24.90"
"FLAVORED VODKA","041205","Firefly Sweet Tea Vodka PET","750ml",,"70","$21.90"
"FLAVORED VODKA","034072","Fris Cherry","750ml",,"70","$12.90"
"FLAVORED VODKA","041951","Godiva Chocolate Raspberry Vodka","750ml",,"60","$29.95"
"FLAVORED VODKA","041954","Godiva Chocolate Vodka","750ml",,"60","$29.95"
"FLAVORED VODKA","035931","Grey Goose Cherry Noir","50ml",,"80","$3.90"
"FLAVORED VODKA","035934","Grey Goose Cherry Noir","750ml",,"80","$33.90"
"FLAVORED VODKA","034437","Grey Goose L' Orange Vodka","1L",,"80","$44.95"
"FLAVORED VODKA","034431","Grey Goose L'Orange Vodka","50ml",,"80","$3.90"
"FLAVORED VODKA","034432","Grey Goose L'Orange Vodka","1.75L",,"80","$64.95"
"FLAVORED VODKA","034434","Grey Goose L'Orange Vodka","375ml",,"80","$16.95"
"FLAVORED VODKA","034436","Grey Goose L'Orange Vodka","750ml",,"80","$33.90"
"FLAVORED VODKA","034603","Grey Goose La Poire Vodka","1L",,"80","$44.95"
"FLAVORED VODKA","034605","Grey Goose La Poire Vodka","750ml",,"80","$33.90"
"FLAVORED VODKA","034684","Grey Goose La Poire Vodka","50ml",,"80","$3.90"
"FLAVORED VODKA","034266","Grey Goose Le Citron","1L",,"80","$44.95"
"FLAVORED VODKA","034268","Grey Goose Le Citron","375ml",,"80","$16.95"
"FLAVORED VODKA","034267","Grey Goose Le Citron Vodka","750ml",,"80","$33.90"
"FLAVORED VODKA","034269","Grey Goose Le Citron Vodka","50ml",,"80","$3.90"
"FLAVORED VODKA","040979","Hangar One Blueberry","750ml",,"80","$29.95"
"FLAVORED VODKA","041516","Hangar One Kaffir Lime Vodka","750ml",,"80","$29.95"
"FLAVORED VODKA","041510","Hangar One Mandarin Blossom","750ml",,"80","$29.95"
"FLAVORED VODKA","041267","Honeysuckle Peach Sweet Tea","750ml",,"70","$19.95"
"FLAVORED VODKA","035769","Ivanabitch Red Berry Vodka","750ml",,"70","$13.95"
"FLAVORED VODKA","041057","Jeremiah Weed Bourbon Style Sweet Tea","50ml",,"70","$1.50"
"FLAVORED VODKA","041058","Jeremiah Weed Bourbon Style Sweet Tea","750ml",,"70","$20.95"
"FLAVORED VODKA","041076","Jeremiah Weed Sweet Tea","750ml",,"70","$19.95"
"FLAVORED VODKA","041078","Jeremiah Weed Sweet Tea","1.75L",,"70","$29.95"
"FLAVORED VODKA","034447","Ketel One Citroen","1.75L",,"80","$49.95"
"FLAVORED VODKA","034448","Ketel One Citroen","1L",,"80","$32.40"
"FLAVORED VODKA","034449","Ketel One Citroen","750ml",,"80","$28.45"
"FLAVORED VODKA","035543","Ketel One Oranje","750ml",,"80","$28.45"
"FLAVORED VODKA","001846","Ketel One Vodka Shaker Gift","750ml",,"80","$26.95"
"FLAVORED VODKA","040693","Little Black Dress Vodka Blueberry Pomegranate","50ml",,"65","$1.00"
"FLAVORED VODKA","040694","Little Black Dress Vodka Blueberry Pomegranate","750ml",,"65","$14.95"
"FLAVORED VODKA","040696","Little Black Dress Vodka Pineapple Honey","50ml",,"65","$1.00"
"FLAVORED VODKA","040697","Little Black Dress Vodka Pineapple Honey","750ml",,"65","$14.95"
